"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36061007800,7471,5621,4211,108266,1424,"Very High Income",1850,8610,118866,701100,5479,4864,378,0,1933,0,0,451,984,"Very High Income",3746
36061007900,4598,3936,3061,126026,1230,"Very High Income",662,4550,110543,1260600,3079,4084,18,15,156,0,14,17,246,"Very High Income",466
36061008000,5392,4526,3362,144087,1270,"Very High Income",866,5013,119167,858700,3657,3958,88,12,586,0,54,20,295,"Very High Income",1055
36061008100,7359,5531,4551,104681,936,"Very High Income",1828,8045,125625,1095400,5806,6045,291,0,782,0,0,158,769,"Very High Income",2000
36061008200,2647,2221,1758,114624,1361,"Very High Income",426,3321,131769,872300,2414,1979,62,0,952,0,93,58,177,"Very High Income",1342
36061008300,3490,1534,1088,32778,617,"Moderate Income",1956,4127,69485,691700,1861,1817,431,60,193,0,0,178,1508,"High Income",2370
36061008400,1145,498,700,67368,1702,"High Income",647,1951,133142,1081500,1291,923,65,0,749,0,15,104,95,"Very High Income",1028
36061008601,2929,2142,1770,137460,1754,"Very High Income",787,2986,152120,1014800,1881,1914,55,14,704,0,0,67,232,"Very High Income",1072
36061008603,3307,2495,2072,153993,1917,"Very High Income",812,4772,167607,1042900,3485,3923,18,0,399,0,14,197,221,"Very High Income",849
36061008700,4626,3512,2933,70842,988,"High Income",1114,6815,153350,1983300,4470,4779,85,0,579,0,59,148,1165,"Very High Income",2036
36061008800,7345,5165,4597,105834,1240,"Very High Income",2180,7047,103667,545100,4983,4638,97,0,1535,0,92,255,430,"Very High Income",2409
36061008900,5320,3553,2883,79893,888,"High Income",1767,5255,102314,1145200,2742,3362,543,0,390,0,191,86,683,"Very High Income",1893
36061009000,7599,5490,4879,134810,1521,"Very High Income",2109,7645,132390,668400,5389,5161,192,0,1476,5,0,98,713,"Very High Income",2484
36061009100,4553,3274,2778,88710,1101,"High Income",1279,6662,116653,1302800,4256,4457,302,0,1325,0,0,180,398,"Very High Income",2205
36061009200,1357,908,813,91852,1213,"Very High Income",449,1691,122500,721500,1264,1254,18,0,317,0,0,24,78,"Very High Income",437
36061009300,8714,5906,4053,59423,826,"Moderate Income",2808,9916,75862,510000,5444,5384,1698,0,1101,0,80,66,1587,"High Income",4532
36061009500,2723,2052,938,94755,1155,"Very High Income",671,3471,141971,1527100,1580,2366,107,20,588,0,0,89,301,"Very High Income",1105
36061009600,168,96,121,114222,1015,"Very High Income",72,124,126563,0,110,85,0,14,21,0,0,0,4,"Very High Income",39
36061009700,4852,2596,1516,43611,540,"Moderate Income",2256,5233,51500,96500,2484,2427,367,23,1102,0,0,18,1296,"Moderate Income",2806
36061009800,7066,5779,4587,110122,1275,"Very High Income",1287,7350,134500,756300,4808,5588,156,8,789,0,79,87,643,"Very High Income",1762
36061009900,1126,485,345,61250,950,"High Income",641,5733,126842,975000,3942,3332,289,8,1323,0,21,164,596,"Very High Income",2401
36061010000,1826,1514,1118,86744,1197,"High Income",312,1771,106705,651800,1345,1350,29,7,215,0,0,22,148,"Very High Income",421
36061010100,247,152,148,80488,1519,"High Income",95,1225,148348,0,794,590,82,0,429,0,5,24,95,"Very High Income",635
36061010200,255,245,188,200001,1230,"Very High Income",10,126,167500,0,87,81,0,22,7,0,0,5,11,"Very High Income",45
36061010300,1501,816,742,38750,1237,"Moderate Income",685,1674,98901,437100,1129,1013,74,4,324,5,0,111,143,"Very High Income",661
36061010400,1065,959,655,143775,1123,"Very High Income",106,1008,120217,1200500,689,696,25,0,194,11,0,0,82,"Very High Income",312
36061010601,8425,7561,5063,172321,1490,"Very High Income",864,6742,126607,959500,4755,5922,23,21,469,0,0,80,227,"Very High Income",820
36061010602,4062,3044,2698,111735,1379,"Very High Income",1018,4655,134943,696200,3203,3559,220,0,423,0,17,29,407,"Very High Income",1096
36061010800,8079,6941,5260,151027,1347,"Very High Income",1138,9084,144881,785600,6725,7197,71,0,1261,0,0,103,452,"Very High Income",1887
36061010900,159,106,105,70893,1136,"High Income",53,179,160511,461400,127,109,13,1,49,0,0,5,3,"Very High Income",71
36061011000,6793,5765,4172,113280,1394,"Very High Income",1028,7460,114597,874400,4800,5803,250,0,803,0,0,114,490,"Very High Income",1657
36061011100,2987,1486,1122,43859,848,"Moderate Income",1501,5012,105887,489300,2886,2393,367,0,1241,0,4,82,925,"Very High Income",2619
36061011201,1068,912,633,102097,1721,"Very High Income",156,804,135769,2000001,548,658,7,6,76,0,0,6,51,"Very High Income",146
36061011202,397,275,195,200001,741,"Very High Income",122,266,163750,1650000,193,198,0,0,43,0,0,0,25,"Very High Income",68
36061011203,1225,1037,637,136277,1537,"Very High Income",188,1228,124050,1070700,904,878,42,0,238,0,0,18,52,"Very High Income",350
36061011300,288,171,34,65536,708,"High Income",117,115,110000,904400,58,21,26,0,65,0,0,3,0,"Very High Income",94
36061011401,1553,1366,923,183470,2001,"Very High Income",187,1224,233646,2000001,837,1058,7,0,92,0,0,13,54,"Very High Income",166
36061011402,2380,1899,1474,181500,1203,"Very High Income",481,1910,155353,1184000,1369,1679,0,0,105,0,0,48,78,"Very High Income",231
36061011500,1403,663,415,47250,960,"Moderate Income",740,3569,122143,1183300,1999,1381,318,15,1029,0,5,73,748,"Very High Income",2188
36061011600,4288,3019,2550,75361,856,"High Income",1269,3490,84038,610800,2100,2478,166,27,554,0,0,105,160,"High Income",1012
36061011700,397,47,46,18502,435,"Low Income",350,3942,124964,0,2560,1922,204,0,884,0,0,39,893,"Very High Income",2020
36061011800,8605,7529,5523,166345,1385,"Very High Income",1076,8604,122537,841200,5700,7284,1,0,705,0,0,73,541,"Very High Income",1320
36061011900,1424,788,419,55938,442,"Moderate Income",636,1027,16394,0,200,258,417,0,19,0,0,42,291,"Low Income",769
36061012000,3965,3577,2534,200001,1667,"Very High Income",388,3335,187292,1735300,2465,3038,86,0,31,0,0,0,180,"Very High Income",297
36061012100,8288,5328,4098,60382,738,"High Income",2960,8505,69507,720400,5077,5484,490,0,860,0,0,65,1606,"High Income",3021
36061012200,3914,3603,2416,200001,1185,"Very High Income",311,2963,156827,2000001,2122,2723,0,0,12,0,0,0,228,"Very High Income",240
36061012400,10899,8554,6640,98054,1229,"Very High Income",2345,10194,125466,958000,6764,7406,229,3,1022,16,12,235,1274,"Very High Income",2791
36061012500,1795,1074,1069,96557,2001,"Very High Income",721,2489,141875,1375000,1746,1360,8,0,885,0,0,41,195,"Very High Income",1129
36061012600,12895,11500,8531,138586,1306,"Very High Income",1395,12920,133878,1004000,8521,9571,123,216,1973,0,0,300,737,"Very High Income",3349
36061012700,7278,3850,2991,54602,924,"Moderate Income",3428,6403,74236,835600,4056,3595,384,140,775,0,58,41,1550,"High Income",2948
36061012800,6639,6123,4149,200001,1362,"Very High Income",516,5950,165049,2000001,3804,4933,10,0,130,0,21,175,681,"Very High Income",1017
36061012900,4459,2448,1856,41992,1299,"Moderate Income",2011,6294,118954,895700,4185,3753,297,11,1217,0,0,110,906,"Very High Income",2541
36061013000,4622,4181,3072,200001,1326,"Very High Income",441,3399,190208,2000001,2342,2972,9,0,185,0,20,74,139,"Very High Income",427
36061013100,2053,1404,1130,85388,1128,"High Income",649,2749,105144,958300,1936,1736,43,0,598,0,0,0,372,"Very High Income",1013
36061013200,9929,8311,6139,119125,1170,"Very High Income",1618,10818,89282,661300,6633,6938,0,0,614,96,0,294,2876,"High Income",3880
36061013300,5805,3480,2625,55556,914,"Moderate Income",2325,5038,83382,1123700,3054,2526,162,15,839,6,9,157,1324,"High Income",2512
36061013400,10666,9374,6780,126077,1156,"Very High Income",1292,11698,96591,845700,7827,9717,229,0,1101,0,0,354,297,"Very High Income",1981
36061013500,3507,1010,490,31664,529,"Moderate Income",2497,7924,64654,0,3524,3329,809,15,973,0,0,111,2702,"High Income",4610
36061013600,15698,13651,9423,127927,1205,"Very High Income",2047,16147,105867,940000,10542,13699,247,0,626,0,0,251,1324,"Very High Income",2448
36061013700,6797,5432,4273,153303,1663,"Very High Income",1365,6213,148761,1187500,4423,4019,191,21,969,21,154,237,601,"Very High Income",2194
36061013800,12612,10909,8015,144292,1213,"Very High Income",1703,13256,132087,789100,9404,10541,173,0,1669,0,0,262,611,"Very High Income",2715
36061013900,9795,7043,5758,87059,1091,"High Income",2752,9600,101912,802200,6168,5998,456,37,1699,0,206,422,782,"Very High Income",3602
36061014000,7754,7064,5152,180766,1349,"Very High Income",690,7773,153906,2000001,5269,6586,101,0,492,0,0,67,527,"Very High Income",1187
36061014200,4980,4669,3221,200001,1393,"Very High Income",311,4583,208024,2000001,3055,4101,11,0,263,0,10,115,83,"Very High Income",482
36061014401,4887,4290,3109,143223,1235,"Very High Income",597,5346,103646,829000,3464,4538,21,0,398,0,0,102,287,"Very High Income",808
36061014402,6508,5656,4381,123538,1216,"Very High Income",852,7466,126442,1030700,5380,6397,227,0,498,0,84,142,118,"Very High Income",1069
36061014500,4262,3084,3069,161030,2001,"Very High Income",1178,5858,159222,1137400,3709,3868,426,0,802,0,37,134,591,"Very High Income",1990
36061014601,3929,3227,2476,126141,1318,"Very High Income",702,4468,111853,1561900,3311,3098,6,25,742,0,0,57,540,"Very High Income",1370
36061014602,8174,6833,5126,107546,1288,"Very High Income",1341,7330,95227,660000,5465,5878,24,0,575,0,27,43,783,"Very High Income",1452
36061014700,1680,1013,799,93164,1174,"Very High Income",667,3436,190167,1658700,2509,1825,69,0,917,0,25,142,458,"Very High Income",1611
36061014801,2923,2639,1867,176170,1356,"Very High Income",284,3198,154306,1683300,2121,2555,11,11,256,0,0,117,248,"Very High Income",643
36061014802,6947,6116,4410,191631,1236,"Very High Income",831,7000,124250,1737900,4539,5267,0,0,714,0,15,362,642,"Very High Income",1733
36061014900,5956,4991,3881,151389,1523,"Very High Income",965,5560,155935,1847100,3745,4019,63,0,736,0,0,58,684,"Very High Income",1541
36061015001,2266,2090,1407,200001,1308,"Very High Income",176,2238,149861,1759400,1474,1811,0,0,261,0,0,30,136,"Very High Income",427
36061015002,5866,5474,3839,200001,1548,"Very High Income",392,5119,205145,2000001,3562,4225,44,0,207,0,0,0,643,"Very High Income",894
36061015100,5146,1969,1968,45776,969,"Moderate Income",3177,8332,61595,1335000,3850,2874,1155,26,1397,0,135,229,2542,"High Income",5484
36061015200,8517,4965,3476,60581,833,"High Income",3552,7644,85428,862700,3818,4004,543,0,539,0,0,273,2285,"High Income",3640
36061015300,9040,7693,6255,200001,1379,"Very High Income",1347,9724,155000,1297600,6278,7409,61,21,1102,0,71,238,822,"Very High Income",2315
36061015400,13058,9661,7210,78271,1038,"High Income",3397,15218,93078,621400,9898,10111,726,0,1368,0,0,1002,2011,"Very High Income",5107
36061015500,7930,6121,4746,98881,930,"Very High Income",1809,9882,109827,812600,6996,8265,109,0,1061,0,178,176,93,"Very High Income",1617
36061015601,5299,3582,2741,52083,1386,"Moderate Income",1717,5557,89057,2000001,3404,3736,251,0,915,0,0,34,621,"High Income",1821
36061015602,1785,219,105,14907,458,"Low Income",1566,2617,56458,1072700,763,606,585,0,348,0,7,94,977,"Moderate Income",2011
36061015700,10961,9125,6693,130122,1086,"Very High Income",1836,9847,139792,1047700,6909,7728,226,34,780,0,0,237,842,"Very High Income",2119
36061015801,5804,5060,3568,177019,1343,"Very High Income",744,5598,152784,1023600,3901,4407,198,0,615,0,52,87,239,"Very High Income",1191
36061015802,3190,1740,1445,99117,1201,"Very High Income",1450,4956,96471,0,2674,2637,435,7,1105,0,12,189,578,"Very High Income",2326
36061015900,10084,8215,6375,112828,1001,"Very High Income",1869,8811,112263,988700,6330,7065,270,0,795,0,117,117,447,"Very High Income",1746
36061016001,4175,3822,2476,200001,1323,"Very High Income",353,4011,250001,2000001,2858,3361,11,0,281,0,0,91,267,"Very High Income",650
36061016002,3161,2025,1411,65600,790,"High Income",1136,3625,118317,1242700,2144,2517,101,1,516,0,61,84,346,"Very High Income",1109
36061016100,6710,5809,4574,136037,1156,"Very High Income",901,6168,121652,2000001,4314,4658,101,0,725,0,0,256,428,"Very High Income",1510
36061016200,10344,351,731,26496,460,"Low Income",9993,9807,32594,199100,2038,645,4383,0,814,0,31,45,3889,"Moderate Income",9162
36061016300,6790,5803,4463,148926,1098,"Very High Income",987,7157,119301,1267200,4585,6096,65,0,564,0,0,83,349,"Very High Income",1061
36061016400,5986,188,274,17403,263,"Low Income",5798,7696,27116,0,1533,802,1551,17,1175,0,68,43,4040,"Low Income",6894
36061016500,6618,5448,4449,155509,1173,"Very High Income",1170,6529,138313,1014600,4104,5017,307,0,413,0,0,80,712,"Very High Income",1512
36061016600,7327,599,536,26277,515,"Low Income",6728,7024,40593,0,1702,1842,957,36,290,0,27,75,3833,"Moderate Income",5218
36061016700,6939,5951,4539,149678,1361,"Very High Income",988,6400,165753,1346900,4303,5241,22,0,501,0,0,193,443,"Very High Income",1159
36061016800,4158,571,545,26667,357,"Low Income",3587,4770,24777,2000001,946,929,1461,45,313,0,0,82,1985,"Low Income",3886
36061016900,8641,6520,5115,125459,1145,"Very High Income",2121,8553,114408,1354900,5687,6954,143,0,741,0,0,83,632,"Very High Income",1599
36061017000,8157,460,803,33193,537,"Moderate Income",7697,7601,31079,829900,1620,476,1293,18,1245,84,87,94,4322,"Moderate Income",7143
36061017100,9625,7819,5935,177531,1078,"Very High Income",1806,8942,150159,2000001,5905,7376,244,0,323,0,19,301,679,"Very High Income",1566
36061017200,5283,217,250,22072,474,"Low Income",5066,5787,43750,1079500,1217,630,978,0,206,0,0,33,3940,"Moderate Income",5157
36061017300,8966,6421,5144,123912,1126,"Very High Income",2545,8226,128064,972600,5215,5827,259,0,710,0,0,141,1289,"Very High Income",2399
36061017401,5819,483,721,24332,483,"Low Income",5336,4582,19890,900600,1084,523,1517,0,358,0,17,34,2133,"Low Income",4059
36061017402,2175,146,182,28190,715,"Low Income",2029,2555,38354,457700,717,436,978,8,223,0,0,28,890,"Moderate Income",2127
36061017500,10727,8803,6332,147481,1091,"Very High Income",1924,10500,146042,1144700,6735,8304,540,0,530,0,99,36,991,"Very High Income",2196
36061017700,9618,4822,4087,61029,627,"High Income",4796,9513,82176,960100,5003,4349,979,0,657,0,49,543,2936,"High Income",5164
36061017800,4168,665,305,23444,584,"Low Income",3503,3782,48353,838000,1059,671,632,28,218,16,110,50,2085,"Moderate Income",3139
36061017900,9499,6588,5096,86932,975,"High Income",2911,9115,75411,1182000,5141,5635,230,601,695,0,0,133,2422,"High Income",4081
36061018000,7851,278,314,15873,389,"Low Income",7573,7896,34516,517900,1312,639,1784,68,386,0,106,80,4901,"Moderate Income",7325
36061018100,9082,5194,4565,66707,743,"High Income",3888,9579,95478,1009900,5830,5694,1077,0,779,0,256,56,1717,"Very High Income",3885
36061018200,6859,145,288,18568,396,"Low Income",6714,8147,23860,0,1126,518,2409,0,494,0,123,29,4574,"Low Income",7629
36061018300,9114,5721,4857,74903,962,"High Income",3393,7454,120617,1022100,5243,5511,302,20,555,0,0,116,950,"Very High Income",1943
36061018400,6006,36,196,17270,284,"Low Income",5970,7459,27132,657700,1437,365,3015,0,704,0,84,58,3233,"Low Income",7094
36061018500,3783,2243,2414,105537,792,"Very High Income",1540,5135,116382,919400,3490,3319,722,8,522,0,0,89,475,"Very High Income",1816
36061018600,5736,171,392,14889,317,"Low Income",5565,7928,34023,0,842,443,3783,0,450,0,0,279,2973,"Moderate Income",7485
36061018700,9808,5924,4785,78079,956,"High Income",3884,8660,113879,2000001,5513,6280,506,0,767,0,2,119,986,"Very High Income",2380
36061018800,6471,469,380,20377,523,"Low Income",6002,6009,30963,355800,1223,863,1232,14,144,0,16,122,3632,"Moderate Income",5160
36061018900,11883,2425,1929,25021,473,"Low Income",9458,12236,26529,1250000,3214,2480,2146,0,821,0,0,495,6294,"Low Income",9756
36061019000,1953,19,91,17841,458,"Low Income",1934,3452,55536,586800,1374,637,2001,34,291,0,9,59,421,"Moderate Income",2815
36061019100,9079,5770,4625,83826,909,"High Income",3309,9834,101667,922800,5699,5688,826,29,1433,0,43,343,1501,"Very High Income",4175
36061019200,3740,132,160,13875,200,"Low Income",3608,3963,17304,0,301,97,1250,112,272,0,0,110,2234,"Low Income",3978
36061019300,9416,2022,2363,31944,653,"Moderate Income",7394,9361,41205,657700,3185,2932,1558,26,766,0,271,125,3709,"Moderate Income",6455
36061019400,6845,160,109,18623,283,"Low Income",6685,6703,20086,381300,616,467,2194,118,111,0,24,126,3781,"Low Income",6354
36061019500,8069,4556,3843,88158,875,"High Income",3513,7207,116144,1053800,4064,4551,160,0,972,0,0,179,1345,"Very High Income",2656
36061019600,3487,24,119,18224,323,"Low Income",3463,4072,17070,0,607,507,1223,0,230,4,0,224,1884,"Low Income",3565
36061019702,2355,276,497,37974,600,"Moderate Income",2079,2460,66103,699000,1184,676,820,24,398,0,0,60,502,"High Income",1804
36061019800,1558,50,301,20893,642,"Low Income",1508,2806,74712,498200,1027,453,1434,15,302,0,0,51,551,"High Income",2353
36061019900,9104,5863,4340,84329,933,"High Income",3241,8854,81054,953400,4413,5399,584,13,1321,15,25,180,1317,"High Income",3455
36061020000,2348,113,269,46316,500,"Moderate Income",2235,3394,61250,1119200,1377,771,1778,0,103,0,0,129,613,"High Income",2623
36061020101,2346,1291,385,111803,884,"Very High Income",1055,1781,112708,1137900,418,950,269,39,282,0,0,59,182,"Very High Income",831
36061020102,3658,142,491,26357,517,"Low Income",3516,4454,69306,1070700,1837,1302,2000,0,183,0,52,98,819,"High Income",3152
36061020300,3324,2186,871,50583,945,"Moderate Income",1138,3338,38750,937500,706,1682,455,34,582,5,0,92,488,"Moderate Income",1656
36061020500,5180,3545,2057,110411,1037,"Very High Income",1635,5020,116131,1233200,1705,3326,480,8,680,8,6,68,444,"Very High Income",1694
36061020600,2356,118,342,32981,468,"Moderate Income",2238,3411,38021,0,637,437,2017,18,124,0,0,44,789,"Moderate Income",2992
36061020701,2448,1524,1640,49653,919,"Moderate Income",924,3181,62331,593800,1842,1570,183,0,896,0,0,100,432,"High Income",1611
36061020800,4009,86,437,33362,536,"Moderate Income",3923,5566,70651,1005200,1874,980,3162,62,139,0,0,244,1041,"High Income",4648
36061020901,3521,45,266,18029,364,"Low Income",3476,3766,23875,53800,437,203,1395,0,119,0,0,91,1958,"Low Income",3563
36061021000,6998,27,722,26611,551,"Low Income",6971,7628,28119,0,1397,186,5129,0,104,0,0,80,2129,"Low Income",7442
36061021100,10574,3535,3539,34754,620,"Moderate Income",7039,10050,48955,569800,4817,4194,1850,0,2393,0,114,265,1234,"Moderate Income",5856
36061021200,4156,48,864,33810,570,"Moderate Income",4108,4615,53117,325000,1955,357,3037,0,243,0,9,160,809,"Moderate Income",4258
36061021303,4861,103,376,27376,540,"Low Income",4758,5850,44688,422500,1850,997,2644,67,311,0,0,171,1727,"Moderate Income",4920
36061021400,3198,1,467,40463,560,"Moderate Income",3197,3433,53424,0,1242,254,2668,6,88,0,0,97,326,"Moderate Income",3185
36061021500,2922,24,113,21745,539,"Low Income",2898,4520,33958,635400,763,622,2433,0,154,0,19,50,1242,"Moderate Income",3898
